#  
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-05-13T09:42:01 [V7.33.3]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO service_protocol=ASU   IVOID of the protocol through which the data was retrieved
#INFO request_date=2024-05-13T09:42:01   Query execution date
#INFO request=https://vizier.cds.unistra.fr/viz-bin/asu-txt?-oc.form=sexa&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/MNRAS/490/2219/table1&-order=I&-out=[M/H]c&-out=[Ba/Fe]1&-out=[Ba/Fe]2&-out=[Sr/Fe]1&-out=[Sr/Fe]2&   Full request URL (POST)
#INFO contact=cds-question@unistra.fr   Email or URL to contact publisher
#INFO server_software=7.33.3   Software version
#INFO publisher=CDS   Data centre that produced the VOTable
#RESOURCE=yCat_74902219
#Name: J/MNRAS/490/2219
#Title: s-process enhanced stars in the LAMOST survey (Norfolk+, 2019)
#INFO ivoid=ivo://cds.vizier/j/mnras/490/2219     IVOID of underlying data collection     
#INFO creator=Norfolk B.J.     First author or institution     
#INFO cites=bibcode:2019MNRAS.490.2219N     Article or Data origin sources     
#INFO original_date=2019     Year of the article publication     
#INFO reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/490/2219     Dataset landing page     
#INFO publication_date=2023-05-04     Date of first publication in the data centre     
#INFO rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html     Licence URI     
#Table J_MNRAS_490_2219_table1:
#Name: J/MNRAS/490/2219/table1
#Title: Properties of 895 s-process-rich candidates
#---Details of Columns:
#    [M/H]c ([-])   (F10.7) Metallicity from Ho et al. (2017ApJ...836....5H) (1) [ucd=phys.abund.Z]
#    [Ba/Fe]1 ([-]) (F9.6)  Ba/Fe abundance ratio for the 4554{AA} line [ucd=phys.abund]
#    [Ba/Fe]2 ([-]) (F9.6)  Ba/Fe abundance ratio for the 4934{AA} line [ucd=phys.abund]
#    [Sr/Fe]1 ([-]) (F9.6)  Sr/Fe abundance ratio for the 4077{AA} line [ucd=phys.abund]
#    [Sr/Fe]2 ([-]) (F9.6)  Sr/Fe abundance ratio for the 4215{AA} line [ucd=phys.abund]
#---------- --------- --------- --------- ---------
#[M         [Ba/F     [Ba/F     [Sr/F     [Sr/F    
#/H]c ([-]) e]1 ([-]) e]2 ([-]) e]1 ([-]) e]2 ([-])
#---------- --------- --------- --------- ---------
 0.2136378 -0.007273 -0.126090  0.808671  0.908957
-1.2321591  0.199012 -0.021337  0.083123  0.595391
 0.1424700  0.745228 -0.030342  0.898515  0.884359
-0.2229927  0.937113  0.679724  1.010698  0.861469
 0.2195335 -0.081681 -0.015961  0.624368  0.694265
-0.3678852  0.908130  0.819244  0.914988  0.769562
 0.1936479 -0.089512 -0.132093  0.804753  0.665700
 0.1502332  0.089440 -0.093071  0.919141  0.850156
 0.1138955 -0.127919 -0.033134  0.974630  0.866009
-0.3318655  0.822011  0.395802  0.889837  0.994003
 0.4364169 -0.134226 -0.078253  0.872345  0.890599
-0.2220145  0.069297 -0.102413  0.749981  0.768842
-0.1174772 -0.019933 -0.227591  0.794740  0.770159
 0.0532573 -0.117754 -0.062890  0.869425  0.893736
 0.0879143 -0.093173 -0.080199  0.726387  0.812101
 0.1035199  0.779426 -0.111337  0.795621  0.832195
-0.1571576 -0.145175 -0.234881  0.836655  0.924101
-0.0034168 -0.068161 -0.083545 -0.044456  0.707276
-0.3386447 -0.066498 -0.167447  0.755224  0.791417
 0.1088808 -0.126392 -0.187391  0.798384  0.852455
 0.0831240 -0.213112 -0.093140  0.817206  0.879507
 0.0051030 -0.210933 -0.049736  0.907354  0.827883
-0.1864829 -0.139799 -0.107553  0.788983  0.941679
-0.8814929 -0.173095 -0.133636  0.908943  0.893799
-0.3215721  0.636327  0.326490  0.992411  0.781536
-0.2040884 -0.050201 -0.119105  0.638599  0.806285
-0.0238220 -0.085989 -0.125084  0.834890  0.815840
-0.0498224 -0.113912 -0.005247  0.758039  0.772528
-0.3436710  0.347737 -0.037346  0.979451  0.825934
-0.1400948  0.321338 -0.191521  0.834995  0.907857
-0.0473874 -0.157659 -0.051158  0.780993  0.834197
 0.0612949 -0.050427 -0.130901  0.921569  0.786910
 0.0231413 -0.115676 -0.062384  0.786079  0.853935
 0.0189399 -0.104006 -0.076343  1.051503  0.928338
-0.5998989 -0.125105 -0.070996  1.000000  1.034513
 0.0959632 -0.078423 -0.120774  0.841523  0.764467
-0.1894920 -0.015946 -0.074052  0.770879  0.755340
-0.3083830 -0.140060 -0.197825  0.873070  0.828802
-0.5512756 -0.001181 -0.161230  1.023601  1.000000
 0.0206698 -0.028853 -0.130717  0.773881  0.772766
-0.0157464 -0.068544 -0.025371  0.998855  1.005330
-0.0729762 -0.128786 -0.046206  0.821081  0.885197
 0.0579804 -0.054467 -0.088914  0.788485  0.819991
 0.0783016  0.012317 -0.015380  0.922843  0.991877
 0.0421387 -0.206975 -0.135871  0.818522  0.884707
-0.0175864  0.812957  0.659878  1.014145  0.923307
-0.4928895 -0.129251 -0.113993  0.862654  0.894726
-0.2781045 -0.064728  0.013647  0.770007  0.882136
 0.1213167 -0.135123 -0.106372  0.859084  0.772973
-0.1367474 -0.030467 -0.028367  1.067113  0.993791
-0.1028098  0.527171 -0.165115  0.992218  0.900436
-0.1141709 -0.214354 -0.023692  0.583523  0.774059
-0.2622081 -0.001498 -0.179664  0.725216  0.768882
 0.0059652 -0.121375 -0.097944  0.760280  0.518951
-0.0922419 -0.011484 -0.066919  0.789910  0.809241
 0.3227971 -0.203167 -0.005070  0.745112  0.757528
 0.0497997 -0.008653 -0.051066  0.606272  0.753155
 0.2565960 -0.086569 -0.116937  0.792064  0.791568
 0.0399624 -0.191617 -0.135036  0.830596  0.823164
-0.0790976 -0.169625 -0.089551  0.865301  0.649166
 0.3390506 -0.135996 -0.231938  0.484297  0.392164
 0.1878460 -0.091794 -0.090474  0.827000  0.851812
-0.0325244 -0.135892 -0.051637  0.784455 -0.223974
 0.0380892 -0.136090 -0.013379  0.766001  0.777004
-0.1386516  0.102330  0.167035  0.605047  0.776697
-0.0201188  0.429741 -0.195621  0.805292  0.830903
-0.1463728 -0.106542  0.699719  0.838247  1.009154
-0.0566935 -0.117138 -0.077774  0.793413  0.830566
 0.0771429 -0.075300 -0.042264  0.818878  0.836609
-0.1672153  0.895559 -0.041797  0.941377  0.953075
-0.0566657  0.633072 -0.167292  0.801833  0.850871
-0.0654193 -0.108715 -0.052613  0.920795  0.909521
-0.3942955 -0.106940 -0.066970  0.620781  0.822410
 0.0451611 -0.017814 -0.038975  0.896270  0.808894
 0.2633731 -0.062078 -0.008663  1.021375  1.047895
-0.0649309 -0.124369 -0.034970  0.801218  0.829480
-0.1234585 -0.124921 -0.138477  0.841721  1.270167
-0.1996351  0.961313 -0.087210  1.082736  1.022127
 0.0979360 -0.042765 -0.077107  0.758408  0.837233
-0.4073923 -0.006736 -0.200860  0.810692  0.522180
 0.0971057  0.802116 -0.002455  0.840895  0.845788
-0.0286049  0.498558 -0.021043  1.039492  1.025602
 0.1712377 -0.030961 -0.200047  0.624496  0.812271
-0.3418080 -0.193975 -0.028724  1.038811  1.032848
-0.1754872 -0.087024 -0.192155  0.928564  0.947769
-0.3729543  0.546517 -0.106602  0.921182  0.758820
-0.1925078  0.772601  0.740882  0.859180  0.836771
 0.0121377 -0.137883 -0.066507  0.892940  0.797229
-0.1728993 -0.100653 -0.058466  0.969800  0.851142
-0.6591110 -0.095282 -0.044824  1.071078  1.040407
-0.7071713 -0.024025 -0.015937  1.014946  1.056250
-0.4676546 -0.169077 -0.077575  1.026282  0.977078
-0.4550578 -0.038987 -0.238460 -0.120018  0.832259
-0.3787783 -0.174537 -0.071300  0.867416  0.914613
-0.3351708  0.669165 -0.036874  0.798554  0.972405
-0.2626861  0.840594  0.072885  0.886979  0.811483
 0.0186900 -0.047279 -0.156775  0.801737  0.816323
-0.1684867 -0.058476 -0.006783  0.769453  0.922660
-0.3785000 -0.098807 -0.187652  1.031003  1.040172
-0.0846162 -0.032971 -0.113010  0.839211  0.906710
-0.2144683  0.300607 -0.076666  0.858708  0.844797
 0.2050286 -0.132519 -0.134476  0.883296  0.985873
-0.1110373 -0.089109 -0.053116  0.818133  0.903413
-0.1794586  0.752681 -0.064848  0.816077  0.814444
-0.0503943  0.505997 -0.019615  0.917965  0.917198
 0.0137264 -0.131657 -0.111208  0.773244  0.831310
-0.3815964 -0.072682 -0.046880  0.946975  0.799173
-0.0267896 -0.005823 -0.219264  0.685335  0.831548
 0.0361805 -0.051222 -0.016152  0.842174  0.874976
-0.2714179  0.383053 -0.034052  0.864096  0.774663
 0.3510375  0.833599 -0.061373  0.970390  0.996400
 0.1178535 -0.234414 -0.062227  0.828924  0.913423
 0.0037712  0.522954 -0.101427  0.896248  0.834621
-0.0981025  0.567810 -0.102562  0.845416  0.816561
-0.0379237 -0.066540 -0.031280  0.787498  0.787331
-0.1955262  1.013101  0.832421  0.999925  0.944591
-0.2306073  0.780300 -0.091238  0.907751  0.869739
-0.3430880 -0.093804 -0.100479  0.817191  0.935070
 0.0203275 -0.109692 -0.116566  0.561635  0.793790
-0.3300773 -0.086044 -0.170785  0.764327  0.735232
 0.0989898 -0.077968 -0.176812  0.951287  0.915489
-0.3541498 -0.211605 -0.220466  0.909313  0.853501
 0.1774120 -0.173733 -0.181773  0.899055  0.819846
-0.4463750  0.824639  0.525545  0.914942  0.877576
-0.1734932 -0.099381 -0.161507  0.751608  0.785137
 0.0499904 -0.106899 -0.023501  0.824928  0.977217
-0.7127663 -0.181626 -0.069516  1.030262  1.074515
-0.3570148 -0.080483 -0.007050  0.871281  0.761311
-0.7088857 -0.093102 -0.086398  0.953845  0.833656
-0.2700298 -0.073593  0.408132  0.757649  0.831543
-0.5120095  0.256413 -0.168319  0.890762  0.877496
-0.2635424 -0.155521 -0.249071  0.812570  0.864227
-0.1768058 -0.231781 -0.225945  0.801400  0.800039
-0.0677920  0.232605 -0.006494  0.927475  0.872683
-0.3231119  1.018808  0.972276  0.934597  0.779871
-0.3649073  0.864416  0.849276  0.785059  0.773812
-0.2550304  0.302634 -0.167337  0.783979  0.795688
-0.4028702  0.508522  0.627847  0.803378  0.870618
-0.0945239 -0.149644 -0.031966  0.816885  0.769947
-0.1896122 -0.115037 -0.146271  0.964850  0.812237
 0.0470569 -0.097934 -0.168817  0.836286  0.746445
-0.5428248  0.210810 -0.121130  0.865842  0.824555
-0.5488381  0.865796 -0.025873  0.808654  0.824474
-0.7052048 -0.073542 -0.145194  0.884793  1.141395
-0.0879236 -0.013791 -0.120088  0.845720  1.107466
-0.6973580 -0.060178 -0.086132  0.878058  1.279962
-0.0758072 -0.067489 -0.110493  0.896152  1.118628
 0.0885800 -0.149503  0.193512  0.827685  1.080270
-0.1899498 -0.050890 -0.121884  0.876275  1.102619
-0.4026800  0.325751  0.027409  0.915272  0.640960
-0.0097954  0.479004 -0.085908  0.822668  0.849610
-0.2309220  0.790754  0.310154  0.892628  0.942364
 0.0973461 -0.156698 -0.084173  0.914615  0.873509
-0.1133413  0.609829 -0.081288  0.798334  0.649430
-0.3340144 -0.121418 -0.176859  0.888775  0.878074
-0.2195126  0.838469  0.145188  0.766522  0.761157
 0.2191938 -0.105349 -0.062335  0.836268  0.791064
-0.2678989 -0.100845 -0.031130  1.032011  1.016639
 0.0668343 -0.057018 -0.019275  0.941192  0.844957
-0.2122807 -0.094991 -0.076582  0.765030  0.833783
-0.0950811 -0.166567 -0.065684  0.779845  0.674627
-0.0781313  0.244591 -0.068055  0.866205  0.669993
-0.3363917 -0.081729 -0.004669  1.021048  0.883951
-0.1909364  0.085847 -0.137962  0.778101 -0.109426
-0.1237206 -0.011960 -0.029401  0.897779  0.777247
-0.1101332 -0.008644 -0.032797  0.963348  0.869030
-0.2533171  0.343361  0.172378  0.910923  0.853334
-0.2261849 -0.162225 -0.064755  0.785625  0.633067
 0.0292433  0.122328 -0.192813  0.771792  0.820325
-0.5055260 -0.036536 -0.064657  0.977957  0.982385
-0.1634163 -0.218131  0.085611  0.970174  1.018285
-0.1614807  0.439401  0.043023  0.843924  0.776700
-0.1208086  0.589109  0.221889  0.779687  0.751044
-0.0179993 -0.070674  0.457794  0.916118  0.798675
-0.3086887 -0.136522 -0.095001  0.759882  0.740765
-0.4471165  0.836537 -0.025810  0.885410  0.970199
-0.1529522 -0.005949 -0.203517  0.761497 -0.130168
-0.2009295  0.764346  0.277044  1.011567  0.883287
-0.0330808 -0.204903 -0.184004  0.599227  0.761435
 0.3311143 -0.070353 -0.104573  0.678991  0.550670
-0.7028600 -0.120936 -0.001678  1.020444  0.974837
-0.1457241  0.435310 -0.112710  0.897229  0.715699
 0.0761945 -0.116629 -0.063204  0.789223  0.802101
-0.0411269 -0.056325 -0.042481  0.732257 -0.107141
 0.0098513 -0.234280 -0.012707  0.819262  0.755652
-0.3158506 -0.155934 -0.031395 -0.056012  0.862968
 0.0721476 -0.183090 -0.102601  0.781413  0.632413
-0.7005980  0.388119 -0.141509  0.917503  0.872036
-0.1557977 -0.166481 -0.142142  0.910306  0.785762
-0.0372077 -0.057048 -0.012421  0.798731  0.764837
-0.2521576 -0.100721 -0.020925  0.775010  0.805398
 0.0083263 -0.075497 -0.088060  0.813981  0.791755
 0.1206905 -0.105742 -0.147261  0.807122  0.759137
-0.5850163 -0.195194 -0.158961 -0.026838  0.863758
-0.0518873 -0.097545 -0.007371  0.853512  0.903498
-0.1873503 -0.124041 -0.140145  0.873291  0.922066
 0.1524623 -0.104158  0.642228  0.996320  0.996018
 0.0276249  0.542383 -0.031593  0.991815  0.885690
-0.0018991 -0.042538  0.481995  0.822978  0.885573
 0.2803516 -0.103491 -0.100902  0.844897  0.794632
 0.2193890 -0.107283 -0.103638  0.920830  0.818521
 0.1321084 -0.135298 -0.008904  0.810727  0.779104
 0.1584664 -0.236826  0.398194  1.010184  0.953367
-0.3062341  0.399098 -0.039329  0.726561  0.798330
-0.0039571 -0.021846 -0.029566  0.689104  0.791257
 0.0320815  0.225362 -0.097641  0.850288  0.916736
 0.2374495 -0.142965 -0.083034  0.773567  0.824369
 0.2560035 -0.228366 -0.115480  0.787038  0.796399
-0.4365218  0.906827  0.802621  0.888324  0.505166
-0.0110724  0.025060 -0.009452  0.982804  0.951253
 0.0838432 -0.071545 -0.016752  0.791767  0.671876
 0.1724458 -0.143997 -0.040901  0.837375  0.768360
-0.6981990  0.664025  0.198303  0.756123  0.871262
-0.6839137  0.790796 -0.211024  0.722043  0.787245
-0.2214280 -0.188101 -0.124916  0.761076  0.802431
-0.1777002  0.528682 -0.031953  0.973293  0.817834
 0.2065365 -0.105567 -0.128100  0.831215  0.811357
-0.0510181 -0.162348 -0.218736  0.993432  0.880113
 0.1081768 -0.090834 -0.048659  0.905872  0.846637
-0.0708295 -0.129902 -0.106247  0.805090  0.900379
-0.0360924 -0.054436 -0.128608  0.725986  0.672526
 0.0778146 -0.151337 -0.125596  0.788428  0.854557
-0.1579575  0.214003 -0.113145  0.870854  0.795026
-0.3881027 -0.034103 -0.077362  0.776784  0.887209
-0.1297373 -0.062024 -0.054127  0.888272  0.946098
 0.0753960 -0.056542 -0.054886  0.819425  0.649472
-0.0242421 -0.046072 -0.085420  0.553794  0.757025
 0.0284859 -0.131594 -0.172236  1.000000  0.915634
-0.3802461 -0.042457 -0.162801  0.968298  0.964445
 0.1067910 -0.087360 -0.035557  0.822693  0.693508
-0.0768380 -0.242135 -0.103630  0.749570  0.762487
-0.0377307 -0.122382 -0.147075  0.817235  0.779149
 0.0646431 -0.122396 -0.114884  0.778947  0.813636
-0.1114238 -0.121241 -0.116416  0.797052  0.843248
-0.2408296 -0.119292 -0.124427  0.585723  0.743121
-0.1160446 -0.122173 -0.082161  0.820855  0.788599
-0.3914701 -0.080610 -0.182654  0.896995  0.845971
 0.1065120 -0.054987 -0.134285  0.709418  0.786480
 0.0974798 -0.035721 -0.137707  0.913748  0.807935
-0.1825215  0.870640  0.704316  0.945055  0.882033
-0.1159070  0.323244 -0.190663  0.881120  0.854706
 0.1936319 -0.110665 -0.040819  0.837442  0.804445
-0.3105086  0.754645 -0.086202  0.925885  0.810206
-0.1878562 -0.093095 -0.028410  0.856458  0.932407
-0.5377925 -0.090539 -0.011791  1.050103  1.025629
-0.1887569 -0.016528 -0.016948  0.758298  0.818757
-0.1466725 -0.030704 -0.064545  0.800813  0.837730
-0.2331192  0.236495 -0.159318  0.920169  0.876659
-0.0817699 -0.002327 -0.127474  1.007791  0.930509
-0.1069459  0.042706 -0.199466  0.822948  0.822317
 0.3326810 -0.005833 -0.082108  0.752393  0.780760
-0.0856827 -0.006180 -0.044376  0.727845  0.684878
 0.0963027 -0.100803 -0.076982  0.800068  0.784862
-0.0588188  0.402773  0.399716  0.792124  0.800548
-0.0802304 -0.033929 -0.130413  0.607983  0.755325
-0.0514550  0.124558 -0.086209  0.898603  0.872328
-0.1689388  0.663008  0.491122  0.800956  0.783264
 0.0633620 -0.188882  0.045772  0.731993  0.763200
-0.0820649 -0.054341  0.122673  0.920704  0.901152
 0.3248257 -0.012493 -0.097028  0.790888  1.038411
 0.0103086 -0.047537 -0.092106  0.925412  0.935522
-0.2192667 -0.248383 -0.091249  0.996799  0.802061
-0.2198766 -0.042107 -0.158436  0.787032  0.808674
-0.4888420 -0.049414 -0.064487  0.847457  0.885994
-0.4292960 -0.050958 -0.041193  0.837853  0.840935
-0.0010497 -0.104936 -0.087123  0.808093  0.860704
-0.0428151 -0.062885 -0.202964  0.814837  0.812214
-0.0158862 -0.119085 -0.046088  0.863108  0.886415
-0.0701778 -0.248439 -0.091804  0.966737  1.005514
 0.1277035 -0.005742 -0.005583  0.600008  0.789272
 0.1618473 -0.038661 -0.111410  0.834401  0.876374
 0.0202215  0.180619 -0.012449  0.803740  0.923906
-0.1057139 -0.117318 -0.009649  0.982566  0.868081
-0.0833566  0.154755 -0.069193  0.763405  0.851341
-0.0337625 -0.140669 -0.189772  0.643552  0.789398
-0.0656499 -0.149105 -0.219253  0.936365  1.025393
-0.4954749 -0.002544 -0.063226  1.035465  1.031772
-0.4495896 -0.039681 -0.114433  0.858468  0.948725
 0.1808416 -0.003965 -0.056456  0.750000  0.739287
 0.4512892 -0.025420 -0.220692  0.849333  1.032232
-0.0676816 -0.109583 -0.129290  0.770325  0.834595
 0.1815782 -0.064566 -0.199156  0.839089  0.809964
 0.1170574 -0.129090 -0.051950  0.846868  0.809543
-0.0011967 -0.045510 -0.029234  0.785791  0.775119
 0.0020002  0.663192 -0.040799  1.064581  1.002734
 0.2041044 -0.170569 -0.005351  0.772200  0.831939
-0.0869377  0.514998  0.275769  0.869431  0.712807
 0.0845433 -0.015170 -0.058228  0.801626  0.791192
-0.3686722 -0.007313  0.476714  0.825487  0.970870
-0.1337907 -0.080502 -0.113077  0.883890  0.785551
-0.3032003 -0.016198 -0.053701  0.770810  0.823045
-0.1914373  0.803769 -0.124113  0.961367  0.850196
 0.1098208  0.875857 -0.054609  0.866244  0.824667
-0.1379015 -0.096508 -0.098293  1.020897  1.009470
-0.4843418  0.196416 -0.015654  0.828502  0.688408
-0.4577527 -0.079663 -0.122356  0.994154  0.833360
-0.3291788  0.425810 -0.181725  0.862319  0.851128
-0.8247215 -0.169903 -0.229266  1.000000  0.938595
-0.3982638  0.370980  0.371381  0.800323  0.764469
-0.0775397 -0.040583 -0.078994  0.647440  1.246008
-0.1198191 -0.137910 -0.038313  0.822852  0.814392
 0.2485396 -0.092181 -0.113924  0.760717  0.841863
-0.3134019  0.400683 -0.008631  0.937871  0.815256
-0.1769039 -0.100605 -0.038680  0.765045  0.860259
-0.0184408 -0.099688 -0.081366  0.810622  0.782270
-0.3353043  0.465119 -0.002668  0.847675  0.804494
-0.2965344 -0.089030 -0.071964  0.866011  0.830691
-0.1997185  0.946603 -0.012334  0.792806  0.799782
-0.0336751  0.059619 -0.136401  0.861942  0.804555
 0.0643077 -0.139003 -0.024447  0.900730  0.866685
-0.2119712  0.383762 -0.036429  0.891689  0.818448
-0.2977024 -0.126846 -0.116475  0.632485  0.483613
-0.0813215 -0.111737 -0.174049  0.947633  0.912180
 0.0589307 -0.142243 -0.130886  0.673688  0.779669
-0.0230503 -0.026926 -0.126338  0.907670  0.866805
 0.2118759 -0.085055 -0.094087  0.958824  0.976585
 0.4188298 -0.203945 -0.150941  0.550618  0.782434
-0.2293119 -0.103128 -0.116631  0.767205  0.655491
-0.4686597  0.944849  0.765969  0.920211  0.858938
